readout_gene,readout_class,replicate,assay,target_gene,day,shrna,bias,num_reads,cell_density,extra_umi
Ccnj,BAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,0.25,4,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,1,1,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,1,5,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,0.875,8,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,1,1,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,1,1,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,1,4,DIFFUSE DARK,
H2-Ea-ps,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,1,57,DIFFUSE DARK,
H2-Ea-ps,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,1,25,DIFFUSE DARK,
H2-Ea-ps,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,1,374,DIFFUSE DARK,
Hdlbp,BAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,
Hdlbp,BAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,
Hdlbp,BAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,NA,0,DIFFUSE DARK,
Mecp2,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,
Mecp2,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,1,1,DIFFUSE DARK,
Mecp2,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,1,13,DIFFUSE DARK,
Ncam2,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,
Ncam2,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,
Ncam2,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,0,1,DIFFUSE DARK,
Pea15a,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,1,3,DIFFUSE DARK,
Pea15a,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,0,1,DIFFUSE DARK,
Pea15a,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,1,27,DIFFUSE DARK,
Phka2,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,
Phka2,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,
Phka2,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,1,1,DIFFUSE DARK,
Pola1,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,1,2,DIFFUSE DARK,
Pola1,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,
Pola1,Xlinked,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,1,11,DIFFUSE DARK,
Sash1,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,1,7,DIFFUSE DARK,
Sash1,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,
Sash1,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,1,21,DIFFUSE DARK,
Smtnl2,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,0,1,DIFFUSE DARK,
Smtnl2,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,
Smtnl2,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,0,1,DIFFUSE DARK,
Spire1,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,
Spire1,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,
Spire1,MAE,2,no-UMI,5-Aza-2-deoxycytidine,35,1uM,1,1,DIFFUSE DARK,
Adamtsl4,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.940674013,34366,,
Adamtsl4,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,0.91689008,375,,
Adamtsl4,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,0.243942602,4269,,
Adnp2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.097222222,72,,
Adnp2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,0.061946903,226,,
Adnp2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,0.071428571,14,,
Afap1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,NA,0,,
Afap1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,NA,0,,
Afap1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,1,1,,
Cacnb2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,NA,0,,
Cacnb2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,NA,0,,
Cacnb2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,NA,0,,
Casd1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,NA,0,,
Casd1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,0,1,,
Casd1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,NA,0,,
Ccnj,BAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.666666667,4,,
Ccnj,BAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,0.545454545,11,,
Ccnj,BAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,NA,0,,
Col6a5,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0,8,,
Col6a5,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,NA,0,,
Col6a5,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,NA,0,,
Dnajc12,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,1,4,,
Dnajc12,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,1,177,,
Dnajc12,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,0.857142857,7,,
Fam217b,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0,2144,,
Fam217b,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,0,355,,
Fam217b,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,0,103,,
H2-Ea-ps,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.999541495,30589,,
H2-Ea-ps,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,1,92,,
H2-Ea-ps,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,1,45,,
Hdlbp,BAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.97391055,3499,,
Hdlbp,BAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,0.595744681,94,,
Hdlbp,BAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,0.494736842,96,,
Mecp2,Xlinked,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.998357964,609,,
Mecp2,Xlinked,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,1,31,,
Mecp2,Xlinked,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,1,18,,
Ncam2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0,5,,
Ncam2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,0,26,,
Ncam2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,0,2,,
Pea15a,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.50952381,210,,
Pea15a,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,0.909090909,11,,
Pea15a,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,1,11,,
Phka2,Xlinked,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,NA,0,,
Phka2,Xlinked,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,NA,0,,
Phka2,Xlinked,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,NA,0,,
Pola1,Xlinked,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,1,1,,
Pola1,Xlinked,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,1,9,,
Pola1,Xlinked,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,1,1,,
Sash1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.999844358,6443,,
Sash1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,1,802,,
Sash1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,1,28,,
Smtnl2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.018518519,54,,
Smtnl2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,0.028571429,35,,
Smtnl2,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,0,12,,
Spire1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.64,25,,
Spire1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,1,2,,
Spire1,MAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,1,1,,
Tmem104,BAE,1,no-UMI,5-Aza-2-deoxycytidine,7,1uM,0.006060606,165,,
Tmem104,BAE,1,no-UMI,5-Aza-2-deoxycytidine,7,10uM,NA,0,,
Tmem104,BAE,1,no-UMI,5-Aza-2-deoxycytidine,7,20uM,NA,0,,
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,7,20uM,0,13,SMALL DARK SPOTS,37
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,7,10uM,0,8,SMALL DARK  ,26
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,7,1uM,0,34,SMALL DARK,367
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,7,20uM,1,5,SMALL DARK SPOTS,167
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,7,10uM,1,12,SMALL DARK  ,245
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,7,1uM,0.681818182,22,SMALL DARK,1341
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,7,20uM,0,9,SMALL DARK SPOTS,83
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,7,10uM,0.076923077,13,SMALL DARK  ,100
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,7,1uM,0.028571429,35,SMALL DARK,908
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,7,20uM,0.777777778,9,SMALL DARK SPOTS,23
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,7,10uM,0.875,8,SMALL DARK  ,34
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,7,1uM,0.647058824,34,SMALL DARK,196
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,7,20uM,0.558823529,34,SMALL DARK SPOTS,194
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,7,10uM,0.75,16,SMALL DARK  ,154
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,7,1uM,0.881355932,59,SMALL DARK,1351
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,7,20uM,1,13,SMALL DARK SPOTS,21
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,7,10uM,1,9,SMALL DARK  ,29
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,7,1uM,1,37,SMALL DARK,326
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,7,20uM,0.555555556,45,SMALL DARK SPOTS,72
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,7,10uM,0.604651163,43,SMALL DARK  ,114
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,7,1uM,0.529411765,86,SMALL DARK,635
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,7,20uM,0,1,SMALL DARK SPOTS,4
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,7,10uM,0,3,SMALL DARK  ,39
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,7,1uM,0,6,SMALL DARK,76
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,7,20uM,0.258064516,31,SMALL DARK SPOTS,58
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,7,10uM,0.157894737,19,SMALL DARK  ,60
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,7,1uM,0.1,40,SMALL DARK,440
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,14,20uM,0,1,DIFFUSE DEAD,0
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,14,10uM,NA,0,DIFFUSE LIVE?,NA
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,14,1uM,0,8,SPREAD OUT SLIGHTLY DIFFUSE,10
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,14,20uM,1,1,DIFFUSE DEAD,0
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,14,10uM,1,1,DIFFUSE LIVE?,6
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,14,1uM,1,5,SPREAD OUT SLIGHTLY DIFFUSE,41
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,14,20uM,NA,0,DIFFUSE DEAD,0
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,14,10uM,0,1,DIFFUSE LIVE?,1
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,14,1uM,0,7,SPREAD OUT SLIGHTLY DIFFUSE,37
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,14,20uM,0.5,2,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,14,10uM,0,1,DIFFUSE LIVE?,0
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,14,1uM,0.823529412,17,SPREAD OUT SLIGHTLY DIFFUSE,1
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,14,20uM,NA,0,DIFFUSE DEAD,NA
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,14,10uM,NA,0,DIFFUSE LIVE?,5
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,14,1uM,0.85,20,SPREAD OUT SLIGHTLY DIFFUSE,64
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,14,20uM,1,3,DIFFUSE DEAD,0
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,14,10uM,NA,0,DIFFUSE LIVE?,NA
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,14,1uM,1,10,SPREAD OUT SLIGHTLY DIFFUSE,5
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,14,20uM,0.5,2,DIFFUSE DEAD,0
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,14,10uM,0.5,2,DIFFUSE LIVE?,0
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,14,1uM,0.488888889,45,SPREAD OUT SLIGHTLY DIFFUSE,30
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,14,20uM,NA,0,DIFFUSE DEAD,0
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,14,10uM,NA,0,DIFFUSE LIVE?,1
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,14,1uM,0,1,SPREAD OUT SLIGHTLY DIFFUSE,3
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,14,20uM,NA,0,DIFFUSE DEAD,NA
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,14,10uM,NA,0,DIFFUSE LIVE?,NA
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,14,1uM,0,1,SPREAD OUT SLIGHTLY DIFFUSE,0
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,NA,0,DIFFUSE DEAD,NA
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,NA,0,DIFFUSE DEAD,NA
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,21,1uM,0,5,DIFFUSE SOME CLUMPS,1
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,1,1,DIFFUSE DEAD,7
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,NA,0,DIFFUSE DEAD,13
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,21,1uM,1,6,DIFFUSE SOME CLUMPS,23
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,0,1,DIFFUSE DEAD,0
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,NA,0,DIFFUSE DEAD,3
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,21,1uM,0,5,DIFFUSE SOME CLUMPS,16
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,0,1,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,1,1,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,21,1uM,0.666666667,6,DIFFUSE SOME CLUMPS,1
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,NA,0,DIFFUSE DEAD,1
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,0,1,DIFFUSE DEAD,6
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,21,1uM,0.916666667,12,DIFFUSE SOME CLUMPS,33
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,21,20uM,NA,0,DIFFUSE DEAD,NA
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,21,10uM,1,1,DIFFUSE DEAD,2
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,21,1uM,1,10,DIFFUSE SOME CLUMPS,6
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,0,2,DIFFUSE DEAD,0
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,1,2,DIFFUSE DEAD,0
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,21,1uM,0.5625,16,DIFFUSE SOME CLUMPS,3
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,NA,0,DIFFUSE DEAD,1
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,NA,0,DIFFUSE DEAD,0
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,21,1uM,NA,0,DIFFUSE SOME CLUMPS,1
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,21,20uM,NA,0,DIFFUSE DEAD,NA
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,21,10uM,NA,0,DIFFUSE DEAD,NA
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,21,1uM,0,1,DIFFUSE SOME CLUMPS,0
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,28,20uM,0,1,DIFFUSE DEAD,0
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,28,10uM,NA,0,DIFFUSE DEAD,NA
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,28,1uM,0,2,DIFFUSE DEAD,0
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,28,20uM,NA,0,DIFFUSE DEAD,NA
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,28,10uM,NA,0,DIFFUSE DEAD,3
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,28,1uM,1,1,DIFFUSE DEAD,8
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,28,20uM,0,2,DIFFUSE DEAD,0
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,28,10uM,0,1,DIFFUSE DEAD,1
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,28,1uM,0,3,DIFFUSE DEAD,6
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,28,20uM,1,1,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,28,10uM,1,3,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,28,1uM,0.6,10,DIFFUSE DEAD,0
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,28,20uM,1,2,DIFFUSE DEAD,0
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,28,10uM,NA,0,DIFFUSE DEAD,7
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,28,1uM,1,4,DIFFUSE DEAD,22
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,28,20uM,NA,0,DIFFUSE DEAD,NA
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,28,10uM,NA,0,DIFFUSE DEAD,NA
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,28,1uM,1,6,DIFFUSE DEAD,0
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,28,20uM,NA,0,DIFFUSE DEAD,NA
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,28,10uM,0.5,2,DIFFUSE DEAD,0
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,28,1uM,0.25,8,DIFFUSE DEAD,0
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,28,20uM,NA,0,DIFFUSE DEAD,NA
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,28,10uM,NA,0,DIFFUSE DEAD,0
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,28,1uM,0,4,DIFFUSE DEAD,2
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,28,20uM,NA,0,DIFFUSE DEAD,NA
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,28,10uM,0,1,DIFFUSE DEAD,0
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,28,1uM,0,3,DIFFUSE DEAD,0
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,NA
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,35,10uM,0,1,DIFFUSE DARK,0
3830406C13Rik,MAE,2,UMI,5-Aza-2-deoxycytidine,35,1uM,0,8,DIFFUSE DARK,0
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,NA
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,9
Adamtsl4,MAE,2,UMI,5-Aza-2-deoxycytidine,35,1uM,1,4,DIFFUSE DARK,14
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,NA
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,35,10uM,0,2,DIFFUSE DARK,1
Adnp2,MAE,2,UMI,5-Aza-2-deoxycytidine,35,1uM,0,5,DIFFUSE DARK,4
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,NA
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,35,10uM,1,2,DIFFUSE DARK,0
Dlc1,MAE,2,UMI,5-Aza-2-deoxycytidine,35,1uM,0.722222222,18,DIFFUSE DARK,2
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,1
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,35,10uM,1,1,DIFFUSE DARK,3
Dnajc12,MAE,2,UMI,5-Aza-2-deoxycytidine,35,1uM,1,10,DIFFUSE DARK,11
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,35,20uM,1,3,DIFFUSE DARK,0
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,35,10uM,1,1,DIFFUSE DARK,0
Gprasp1,X-Linked,2,UMI,5-Aza-2-deoxycytidine,35,1uM,1,12,DIFFUSE DARK,0
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,35,20uM,0.5,2,DIFFUSE DARK,0
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,35,10uM,1,1,DIFFUSE DARK,0
Slc25a37,BAE,2,UMI,5-Aza-2-deoxycytidine,35,1uM,0.388888889,18,DIFFUSE DARK,0
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,35,20uM,NA,0,DIFFUSE DARK,0
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,35,10uM,NA,0,DIFFUSE DARK,NA
Smtnl2,MAE,2,UMI,5-Aza-2-deoxycytidine,35,1uM,0,1,DIFFUSE DARK,0
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,35,20uM,0,1,DIFFUSE DARK,0
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,35,10uM,0,1,DIFFUSE DARK,0
Tpst1,MAE,2,UMI,5-Aza-2-deoxycytidine,35,1uM,0,3,DIFFUSE DARK,0
Adamtsl4,MAE,2,no-UMI,Control,7,DMSO1,0.878902678,7656,VG,
Adnp2,MAE,2,no-UMI,Control,7,DMSO1,0.015028902,4326,VG,
Afap1,MAE,2,no-UMI,Control,7,DMSO1,0.038942976,3597,VG,
Casd1,MAE,2,no-UMI,Control,7,DMSO1,0.004673261,12841,VG,
Ccnj,BAE,2,no-UMI,Control,7,DMSO1,0.451757059,4925,VG,
Col6a5,MAE,2,no-UMI,Control,7,DMSO1,0.938034188,938,VG,
Dnajc12,MAE,2,no-UMI,Control,7,DMSO1,0.942567568,4442,VG,
Fam217b,MAE,2,no-UMI,Control,7,DMSO1,1,3230,VG,
H2-Ea-ps,MAE,2,no-UMI,Control,7,DMSO1,0.998796389,4993,VG,
Hdlbp,BAE,2,no-UMI,Control,7,DMSO1,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Control,7,DMSO1,0.999813276,10711,VG,
Ncam2,MAE,2,no-UMI,Control,7,DMSO1,0.000528262,1894,VG,
Pea15a,MAE,2,no-UMI,Control,7,DMSO1,0.811476128,11415,VG,
Phka2,Xlinked,2,no-UMI,Control,7,DMSO1,0.998773006,1630,VG,
Pola1,Xlinked,2,no-UMI,Control,7,DMSO1,1,4480,VG,
Sash1,MAE,2,no-UMI,Control,7,DMSO1,0.999174407,4845,VG,
Smtnl2,MAE,2,no-UMI,Control,7,DMSO1,0.217777778,901,VG,
Spire1,MAE,2,no-UMI,Control,7,DMSO1,0.933008526,821,VG,
Adamtsl4,MAE,2,no-UMI,Control,14,DMSO1,0.835713582,10154,VG ,
