readout_gene,readout_class,replicate,assay,target_gene,day,shrna,bias,num_reads,cell_density,extra_umi
Smtnl2,MAE,2,no-UMI,Zebularine,28,10uM,0.003160556,1582,VG,
Smtnl2,MAE,2,no-UMI,Zebularine,28,1uM,0.013559322,1772,VG,
Spire1,MAE,2,no-UMI,Zebularine,28,20uM,NA,0,DIFFUSE DEAD,
Spire1,MAE,2,no-UMI,Zebularine,28,10uM,1,81,VG,
Spire1,MAE,2,no-UMI,Zebularine,28,1uM,0.926372155,747,VG,
Adamtsl4,MAE,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Adamtsl4,MAE,2,no-UMI,Zebularine,35,10uM,0.844104308,1764,VG,
Adamtsl4,MAE,2,no-UMI,Zebularine,35,1uM,0.829022989,1392,VG,
Adnp2,MAE,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Adnp2,MAE,2,no-UMI,Zebularine,35,10uM,0.001390821,1438,VG,
Adnp2,MAE,2,no-UMI,Zebularine,35,1uM,0.001886792,1060,VG,
Afap1,MAE,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Afap1,MAE,2,no-UMI,Zebularine,35,10uM,0.036885246,1222,VG,
Afap1,MAE,2,no-UMI,Zebularine,35,1uM,0.086477987,638,VG,
Casd1,MAE,2,no-UMI,Zebularine,35,20uM,0,1,DIFFUSE DARK,
Casd1,MAE,2,no-UMI,Zebularine,35,10uM,0.002572347,1555,VG,
Casd1,MAE,2,no-UMI,Zebularine,35,1uM,0.009950249,1408,VG,
Ccnj,BAE,2,no-UMI,Zebularine,35,20uM,1,1,DIFFUSE DARK,
Ccnj,BAE,2,no-UMI,Zebularine,35,10uM,0.509333333,1500,VG,
Ccnj,BAE,2,no-UMI,Zebularine,35,1uM,0.458456973,1348,VG,
Col6a5,MAE,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Col6a5,MAE,2,no-UMI,Zebularine,35,10uM,0.990611961,2876,VG,
Col6a5,MAE,2,no-UMI,Zebularine,35,1uM,0.988986784,1818,VG,
Dnajc12,MAE,2,no-UMI,Zebularine,35,20uM,1,3,DIFFUSE DARK,
Dnajc12,MAE,2,no-UMI,Zebularine,35,10uM,0.983002833,1060,VG,
Dnajc12,MAE,2,no-UMI,Zebularine,35,1uM,0.97412481,1315,VG,
Fam217b,MAE,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Fam217b,MAE,2,no-UMI,Zebularine,35,10uM,1,471,VG,
Fam217b,MAE,2,no-UMI,Zebularine,35,1uM,1,387,VG,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,35,20uM,1,43,DIFFUSE DARK,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,35,10uM,0.999537857,12998,VG,
H2-Ea-ps,MAE,2,no-UMI,Zebularine,35,1uM,0.999374919,46443,VG,
Hdlbp,BAE,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Hdlbp,BAE,2,no-UMI,Zebularine,35,10uM,NA,0,VG,
Hdlbp,BAE,2,no-UMI,Zebularine,35,1uM,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Zebularine,35,20uM,1,3,DIFFUSE DARK,
Mecp2,Xlinked,2,no-UMI,Zebularine,35,10uM,1,3204,VG,
Mecp2,Xlinked,2,no-UMI,Zebularine,35,1uM,0.999267936,2734,VG,
Ncam2,MAE,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Ncam2,MAE,2,no-UMI,Zebularine,35,10uM,0,272,VG,
Ncam2,MAE,2,no-UMI,Zebularine,35,1uM,0,203,VG,
Pea15a,MAE,2,no-UMI,Zebularine,35,20uM,0.8,5,DIFFUSE DARK,
Pea15a,MAE,2,no-UMI,Zebularine,35,10uM,0.892125352,4980,VG,
Pea15a,MAE,2,no-UMI,Zebularine,35,1uM,0.909537167,4280,VG,
Phka2,Xlinked,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Phka2,Xlinked,2,no-UMI,Zebularine,35,10uM,0.997807018,457,VG,
Phka2,Xlinked,2,no-UMI,Zebularine,35,1uM,1,303,VG,
Pola1,Xlinked,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Pola1,Xlinked,2,no-UMI,Zebularine,35,10uM,0.999369483,1586,VG,
Pola1,Xlinked,2,no-UMI,Zebularine,35,1uM,1,1063,VG,
Sash1,MAE,2,no-UMI,Zebularine,35,20uM,1,2,DIFFUSE DARK,
Sash1,MAE,2,no-UMI,Zebularine,35,10uM,1,2104,VG,
Sash1,MAE,2,no-UMI,Zebularine,35,1uM,1,2085,VG,
Smtnl2,MAE,2,no-UMI,Zebularine,35,20uM,NA,0,DIFFUSE DARK,
Smtnl2,MAE,2,no-UMI,Zebularine,35,10uM,0.027310924,476,VG,
Smtnl2,MAE,2,no-UMI,Zebularine,35,1uM,0.023255814,258,VG,
Spire1,MAE,2,no-UMI,Zebularine,35,20uM,1,1,DIFFUSE DARK,
Spire1,MAE,2,no-UMI,Zebularine,35,10uM,1,98,VG,
Spire1,MAE,2,no-UMI,Zebularine,35,1uM,0.99009901,101,VG,
Adamtsl4,MAE,1,no-UMI,Zebularine,7,1uM,0.930009229,40162,,
Adamtsl4,MAE,1,no-UMI,Zebularine,7,10uM,0.919043201,24851,,
Adamtsl4,MAE,1,no-UMI,Zebularine,7,20uM,0.917127072,363,,
Adnp2,MAE,1,no-UMI,Zebularine,7,1uM,0.008522727,8800,,
Adnp2,MAE,1,no-UMI,Zebularine,7,10uM,0.030937369,11898,,
Adnp2,MAE,1,no-UMI,Zebularine,7,20uM,0.040816327,98,,
Afap1,MAE,1,no-UMI,Zebularine,7,1uM,1,2,,
Afap1,MAE,1,no-UMI,Zebularine,7,10uM,0,3,,
Afap1,MAE,1,no-UMI,Zebularine,7,20uM,NA,0,,
Cacnb2,MAE,1,no-UMI,Zebularine,7,1uM,0.285714286,42,,
Cacnb2,MAE,1,no-UMI,Zebularine,7,10uM,0.771428571,35,,
Cacnb2,MAE,1,no-UMI,Zebularine,7,20uM,NA,0,,
Casd1,MAE,1,no-UMI,Zebularine,7,1uM,0,6,,
Casd1,MAE,1,no-UMI,Zebularine,7,10uM,0,8,,
Casd1,MAE,1,no-UMI,Zebularine,7,20uM,NA,0,,
Ccnj,BAE,1,no-UMI,Zebularine,7,1uM,0.43575419,180,,
Ccnj,BAE,1,no-UMI,Zebularine,7,10uM,0.069892473,561,,
Ccnj,BAE,1,no-UMI,Zebularine,7,20uM,0.625,8,,
Col6a5,MAE,1,no-UMI,Zebularine,7,1uM,0.986754967,152,,
Col6a5,MAE,1,no-UMI,Zebularine,7,10uM,0.787234043,47,,
Col6a5,MAE,1,no-UMI,Zebularine,7,20uM,1,1,,
Dnajc12,MAE,1,no-UMI,Zebularine,7,1uM,1,169,,
Dnajc12,MAE,1,no-UMI,Zebularine,7,10uM,0.95,120,,
Dnajc12,MAE,1,no-UMI,Zebularine,7,20uM,1,28,,
Fam217b,MAE,1,no-UMI,Zebularine,7,1uM,0.000290324,24131,,
Fam217b,MAE,1,no-UMI,Zebularine,7,10uM,0.000359454,33415,,
Fam217b,MAE,1,no-UMI,Zebularine,7,20uM,0,218,,
H2-Ea-ps,MAE,1,no-UMI,Zebularine,7,1uM,0.999923154,13032,,
H2-Ea-ps,MAE,1,no-UMI,Zebularine,7,10uM,0.999683644,9500,,
H2-Ea-ps,MAE,1,no-UMI,Zebularine,7,20uM,1,130,,
Hdlbp,BAE,1,no-UMI,Zebularine,7,1uM,0.574701556,8313,,
Hdlbp,BAE,1,no-UMI,Zebularine,7,10uM,0.443049491,5515,,
Hdlbp,BAE,1,no-UMI,Zebularine,7,20uM,0.5875,80,,
Mecp2,Xlinked,1,no-UMI,Zebularine,7,1uM,1,2008,,
Mecp2,Xlinked,1,no-UMI,Zebularine,7,10uM,0.999630587,2713,,
Mecp2,Xlinked,1,no-UMI,Zebularine,7,20uM,1,30,,
Ncam2,MAE,1,no-UMI,Zebularine,7,1uM,0.001485884,673,,
Ncam2,MAE,1,no-UMI,Zebularine,7,10uM,0,309,,
Ncam2,MAE,1,no-UMI,Zebularine,7,20uM,0,5,,
Pea15a,MAE,1,no-UMI,Zebularine,7,1uM,0.868874172,758,,
Pea15a,MAE,1,no-UMI,Zebularine,7,10uM,0.957602339,686,,
Pea15a,MAE,1,no-UMI,Zebularine,7,20uM,NA,0,,
Phka2,Xlinked,1,no-UMI,Zebularine,7,1uM,1,66,,
Phka2,Xlinked,1,no-UMI,Zebularine,7,10uM,1,30,,
Phka2,Xlinked,1,no-UMI,Zebularine,7,20uM,1,2,,
Pola1,Xlinked,1,no-UMI,Zebularine,7,1uM,1,68,,
Pola1,Xlinked,1,no-UMI,Zebularine,7,10uM,1,702,,
Pola1,Xlinked,1,no-UMI,Zebularine,7,20uM,1,5,,
Sash1,MAE,1,no-UMI,Zebularine,7,1uM,0.999650899,17231,,
Sash1,MAE,1,no-UMI,Zebularine,7,10uM,0.999944931,18201,,
Sash1,MAE,1,no-UMI,Zebularine,7,20uM,1,467,,
Smtnl2,MAE,1,no-UMI,Zebularine,7,1uM,0.00771233,10394,,
Smtnl2,MAE,1,no-UMI,Zebularine,7,10uM,0,934,,
Smtnl2,MAE,1,no-UMI,Zebularine,7,20uM,0,29,,
Spire1,MAE,1,no-UMI,Zebularine,7,1uM,0.945137157,401,,
Spire1,MAE,1,no-UMI,Zebularine,7,10uM,0.788546256,227,,
Spire1,MAE,1,no-UMI,Zebularine,7,20uM,1,3,,
Tmem104,BAE,1,no-UMI,Zebularine,7,1uM,0.464285714,57,,
Tmem104,BAE,1,no-UMI,Zebularine,7,10uM,0.465277778,144,,
Tmem104,BAE,1,no-UMI,Zebularine,7,20uM,NA,0,,
3830406C13Rik,MAE,2,UMI,Zebularine ,7,20uM,0,27,VG,180
3830406C13Rik,MAE,2,UMI,Zebularine ,7,10uM,0,51,VG,179
3830406C13Rik,MAE,2,UMI,Zebularine ,7,1uM,0,130,VG,1691
Adamtsl4,MAE,2,UMI,Zebularine ,7,20uM,1,10,VG,333
Adamtsl4,MAE,2,UMI,Zebularine ,7,10uM,1,25,VG,405
Adamtsl4,MAE,2,UMI,Zebularine ,7,1uM,0.963302752,109,VG,5802
Adnp2,MAE,2,UMI,Zebularine ,7,20uM,0,28,VG,401
Adnp2,MAE,2,UMI,Zebularine ,7,10uM,0,63,VG,495
Adnp2,MAE,2,UMI,Zebularine ,7,1uM,0,123,VG,4469
Dlc1,MAE,2,UMI,Zebularine ,7,20uM,0.8125,16,VG,168
Dlc1,MAE,2,UMI,Zebularine ,7,10uM,0.893617021,47,VG,169
Dlc1,MAE,2,UMI,Zebularine ,7,1uM,0.923611111,144,VG,2014
Dnajc12,MAE,2,UMI,Zebularine ,7,20uM,0.897959184,49,VG,627
Dnajc12,MAE,2,UMI,Zebularine ,7,10uM,0.939393939,99,VG,653
Dnajc12,MAE,2,UMI,Zebularine ,7,1uM,0.938888889,360,VG,10016
Gprasp1,X-Linked,2,UMI,Zebularine ,7,20uM,1,24,VG,132
Gprasp1,X-Linked,2,UMI,Zebularine ,7,10uM,1,67,VG,173
Gprasp1,X-Linked,2,UMI,Zebularine ,7,1uM,0.996240602,267,VG,3433
Slc25a37,BAE,2,UMI,Zebularine ,7,20uM,0.391304348,69,VG,343
Slc25a37,BAE,2,UMI,Zebularine ,7,10uM,0.528301887,212,VG,476
Slc25a37,BAE,2,UMI,Zebularine ,7,1uM,0.492682927,615,VG,6339
Smtnl2,MAE,2,UMI,Zebularine ,7,20uM,0,4,VG,74
Smtnl2,MAE,2,UMI,Zebularine ,7,10uM,0,12,VG,127
Smtnl2,MAE,2,UMI,Zebularine ,7,1uM,0.038461538,26,VG,1116
Tpst1,MAE,2,UMI,Zebularine ,7,20uM,0,7,VG,44
Tpst1,MAE,2,UMI,Zebularine ,7,10uM,0,16,VG,63
Tpst1,MAE,2,UMI,Zebularine ,7,1uM,0.023809524,42,VG,455
3830406C13Rik,MAE,2,UMI,Zebularine ,14,20uM,NA,0,DIFFUSE DEAD,NA
3830406C13Rik,MAE,2,UMI,Zebularine ,14,10uM,0,38,SPREAD OUT,148
3830406C13Rik,MAE,2,UMI,Zebularine ,14,1uM,0,120,VG ,480
Adamtsl4,MAE,2,UMI,Zebularine ,14,20uM,NA,0,DIFFUSE DEAD,15
Adamtsl4,MAE,2,UMI,Zebularine ,14,10uM,1,19,SPREAD OUT,450
Adamtsl4,MAE,2,UMI,Zebularine ,14,1uM,0.987804878,82,VG ,2517
Adnp2,MAE,2,UMI,Zebularine ,14,20uM,NA,0,DIFFUSE DEAD,8
Adnp2,MAE,2,UMI,Zebularine ,14,10uM,0,51,SPREAD OUT,681
Adnp2,MAE,2,UMI,Zebularine ,14,1uM,0,152,VG ,2264
Dlc1,MAE,2,UMI,Zebularine ,14,20uM,1,1,DIFFUSE DEAD,1
Dlc1,MAE,2,UMI,Zebularine ,14,10uM,0.827586207,58,SPREAD OUT,292
Dlc1,MAE,2,UMI,Zebularine ,14,1uM,0.73880597,268,VG ,1340
Dnajc12,MAE,2,UMI,Zebularine ,14,20uM,NA,0,DIFFUSE DEAD,1
Dnajc12,MAE,2,UMI,Zebularine ,14,10uM,0.932432432,74,SPREAD OUT,681
Dnajc12,MAE,2,UMI,Zebularine ,14,1uM,0.942231076,502,VG ,5145
Gprasp1,X-Linked,2,UMI,Zebularine ,14,20uM,NA,0,DIFFUSE DEAD,NA
Gprasp1,X-Linked,2,UMI,Zebularine ,14,10uM,1,39,SPREAD OUT,173
Gprasp1,X-Linked,2,UMI,Zebularine ,14,1uM,1,247,VG ,1146
Slc25a37,BAE,2,UMI,Zebularine ,14,20uM,0.5,6,DIFFUSE DEAD,0
Slc25a37,BAE,2,UMI,Zebularine ,14,10uM,0.549668874,153,SPREAD OUT,431
Slc25a37,BAE,2,UMI,Zebularine ,14,1uM,0.488795518,716,VG ,2296
Smtnl2,MAE,2,UMI,Zebularine ,14,20uM,NA,0,DIFFUSE DEAD,0
Smtnl2,MAE,2,UMI,Zebularine ,14,10uM,0.1,10,SPREAD OUT,287
Smtnl2,MAE,2,UMI,Zebularine ,14,1uM,0,16,VG ,324
Tpst1,MAE,2,UMI,Zebularine ,14,20uM,0,1,DIFFUSE DEAD,0
Tpst1,MAE,2,UMI,Zebularine ,14,10uM,0,4,SPREAD OUT,20
Tpst1,MAE,2,UMI,Zebularine ,14,1uM,0.096385542,83,VG ,257
3830406C13Rik,MAE,2,UMI,Zebularine ,21,20uM,NA,0,DIFFUSE DEAD,NA
3830406C13Rik,MAE,2,UMI,Zebularine ,21,10uM,0,59,G,120
3830406C13Rik,MAE,2,UMI,Zebularine ,21,1uM,0,115,VG,696
Adamtsl4,MAE,2,UMI,Zebularine ,21,20uM,1,1,DIFFUSE DEAD,1
Adamtsl4,MAE,2,UMI,Zebularine ,21,10uM,1,38,G,633
Adamtsl4,MAE,2,UMI,Zebularine ,21,1uM,0.978723404,94,VG,3528
Adnp2,MAE,2,UMI,Zebularine ,21,20uM,NA,0,DIFFUSE DEAD,1
Adnp2,MAE,2,UMI,Zebularine ,21,10uM,0,88,G,855
Adnp2,MAE,2,UMI,Zebularine ,21,1uM,0,137,VG,2509
Dlc1,MAE,2,UMI,Zebularine ,21,20uM,0.5,2,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,Zebularine ,21,10uM,0.8,65,G,178
Dlc1,MAE,2,UMI,Zebularine ,21,1uM,0.8125,160,VG,1033
Dnajc12,MAE,2,UMI,Zebularine ,21,20uM,1,2,DIFFUSE DEAD,0
Dnajc12,MAE,2,UMI,Zebularine ,21,10uM,0.923076923,65,G,402
Dnajc12,MAE,2,UMI,Zebularine ,21,1uM,0.922279793,386,VG,5609
Gprasp1,X-Linked,2,UMI,Zebularine ,21,20uM,NA,0,DIFFUSE DEAD,NA
Gprasp1,X-Linked,2,UMI,Zebularine ,21,10uM,1,113,G,360
Gprasp1,X-Linked,2,UMI,Zebularine ,21,1uM,0.994708995,190,VG,1208
Slc25a37,BAE,2,UMI,Zebularine ,21,20uM,0.5,2,DIFFUSE DEAD,0
Slc25a37,BAE,2,UMI,Zebularine ,21,10uM,0.503333333,303,G,535
Slc25a37,BAE,2,UMI,Zebularine ,21,1uM,0.469964664,283,VG,1191
Smtnl2,MAE,2,UMI,Zebularine ,21,20uM,NA,0,DIFFUSE DEAD,NA
Smtnl2,MAE,2,UMI,Zebularine ,21,10uM,0.036363636,55,G,438
Smtnl2,MAE,2,UMI,Zebularine ,21,1uM,0.115384615,26,VG,410
Tpst1,MAE,2,UMI,Zebularine ,21,20uM,0,1,DIFFUSE DEAD,0
Tpst1,MAE,2,UMI,Zebularine ,21,10uM,0,4,G,14
Tpst1,MAE,2,UMI,Zebularine ,21,1uM,0.1375,80,VG,431
3830406C13Rik,MAE,2,UMI,Zebularine ,28,20uM,0,2,DIFFUSE DEAD,0
3830406C13Rik,MAE,2,UMI,Zebularine ,28,10uM,0,82,VG,186
3830406C13Rik,MAE,2,UMI,Zebularine ,28,1uM,0,192,VG,2289
Adamtsl4,MAE,2,UMI,Zebularine ,28,20uM,1,1,DIFFUSE DEAD,3
Adamtsl4,MAE,2,UMI,Zebularine ,28,10uM,0.9625,80,VG,1553
Adamtsl4,MAE,2,UMI,Zebularine ,28,1uM,0.992424242,132,VG,6444
Adnp2,MAE,2,UMI,Zebularine ,28,20uM,0,4,DIFFUSE DEAD,2
Adnp2,MAE,2,UMI,Zebularine ,28,10uM,0,83,VG,745
Adnp2,MAE,2,UMI,Zebularine ,28,1uM,0,208,VG,6091
Dlc1,MAE,2,UMI,Zebularine ,28,20uM,1,2,DIFFUSE DEAD,0
Dlc1,MAE,2,UMI,Zebularine ,28,10uM,0.838509317,161,VG,368
Dlc1,MAE,2,UMI,Zebularine ,28,1uM,0.768878719,437,VG,4817
Dnajc12,MAE,2,UMI,Zebularine ,28,20uM,1,3,DIFFUSE DEAD,5
Dnajc12,MAE,2,UMI,Zebularine ,28,10uM,0.965648855,262,VG,1472
Dnajc12,MAE,2,UMI,Zebularine ,28,1uM,0.961474037,597,VG,16698
Gprasp1,X-Linked,2,UMI,Zebularine ,28,20uM,1,2,DIFFUSE DEAD,0
Gprasp1,X-Linked,2,UMI,Zebularine ,28,10uM,1,263,VG,497
Gprasp1,X-Linked,2,UMI,Zebularine ,28,1uM,0.994535519,366,VG,4395
Slc25a37,BAE,2,UMI,Zebularine ,28,20uM,0.5,8,DIFFUSE DEAD,0
Slc25a37,BAE,2,UMI,Zebularine ,28,10uM,0.449848024,329,VG,167
Slc25a37,BAE,2,UMI,Zebularine ,28,1uM,0.445698166,711,VG,2383
Smtnl2,MAE,2,UMI,Zebularine ,28,20uM,0,2,DIFFUSE DEAD,1
Smtnl2,MAE,2,UMI,Zebularine ,28,10uM,0.010638298,188,VG,1993
Smtnl2,MAE,2,UMI,Zebularine ,28,1uM,0.039473684,76,VG,2490
Tpst1,MAE,2,UMI,Zebularine ,28,20uM,NA,0,DIFFUSE DEAD,NA
Tpst1,MAE,2,UMI,Zebularine ,28,10uM,0,30,VG,85
Tpst1,MAE,2,UMI,Zebularine ,28,1uM,0.013513514,74,VG,739
3830406C13Rik,MAE,2,UMI,Zebularine ,35,20uM,NA,0,DIFFUSE DARK,NA
3830406C13Rik,MAE,2,UMI,Zebularine ,35,10uM,0,103,VG,303
3830406C13Rik,MAE,2,UMI,Zebularine ,35,1uM,0,54,VG,149
Adamtsl4,MAE,2,UMI,Zebularine ,35,20uM,NA,0,DIFFUSE DARK,NA
Adamtsl4,MAE,2,UMI,Zebularine ,35,10uM,0.942857143,70,VG,1939
Adamtsl4,MAE,2,UMI,Zebularine ,35,1uM,0.974358974,78,VG,1597
Adnp2,MAE,2,UMI,Zebularine ,35,20uM,NA,0,DIFFUSE DARK,NA
Adnp2,MAE,2,UMI,Zebularine ,35,10uM,0.009090909,110,VG,1643
Adnp2,MAE,2,UMI,Zebularine ,35,1uM,0,109,VG,1276
Dlc1,MAE,2,UMI,Zebularine ,35,20uM,1,1,DIFFUSE DARK,0
Dlc1,MAE,2,UMI,Zebularine ,35,10uM,0.807017544,171,VG,593
Dlc1,MAE,2,UMI,Zebularine ,35,1uM,0.802197802,184,VG,506
Dnajc12,MAE,2,UMI,Zebularine ,35,20uM,1,1,DIFFUSE DARK,2
Dnajc12,MAE,2,UMI,Zebularine ,35,10uM,0.987903226,248,VG,1897
Dnajc12,MAE,2,UMI,Zebularine ,35,1uM,0.986928105,306,VG,2633
Gprasp1,X-Linked,2,UMI,Zebularine ,35,20uM,NA,0,DIFFUSE DARK,NA
Gprasp1,X-Linked,2,UMI,Zebularine ,35,10uM,1,191,VG,543
Gprasp1,X-Linked,2,UMI,Zebularine ,35,1uM,1,111,VG,331
Slc25a37,BAE,2,UMI,Zebularine ,35,20uM,1,1,DIFFUSE DARK,0
Slc25a37,BAE,2,UMI,Zebularine ,35,10uM,0.418461538,325,VG,278
Slc25a37,BAE,2,UMI,Zebularine ,35,1uM,0.465116279,216,VG,181
Smtnl2,MAE,2,UMI,Zebularine ,35,20uM,NA,0,DIFFUSE DARK,NA
Smtnl2,MAE,2,UMI,Zebularine ,35,10uM,0.047619048,21,VG,561
Smtnl2,MAE,2,UMI,Zebularine ,35,1uM,0,19,VG,361
Tpst1,MAE,2,UMI,Zebularine ,35,20uM,NA,0,DIFFUSE DARK,NA
Tpst1,MAE,2,UMI,Zebularine ,35,10uM,0,21,VG,80
Tpst1,MAE,2,UMI,Zebularine ,35,1uM,0.047619048,21,VG,64
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,1,4,DIFFUSE,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,0.5,4,DIFFUSE,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.906825297,7986,VG,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,0,3,DIFFUSE,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,0,3,DIFFUSE,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.031578947,2755,VG,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,NA,0,DIFFUSE,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,0,1,DIFFUSE,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.014925373,1811,VG,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,0,7,DIFFUSE,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,0,4,DIFFUSE,
Casd1,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.004244782,2828,VG,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,7,20uM,1,1,DIFFUSE,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,7,10uM,0.333333333,9,DIFFUSE,
Ccnj,BAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.534448161,4491,VG,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,1,2,DIFFUSE,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,NA,0,DIFFUSE,
Col6a5,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.978682171,517,VG,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,1,2,DIFFUSE,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,1,2,DIFFUSE,
Dnajc12,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.972575517,5033,VG,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,1,3,DIFFUSE,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,1,5,DIFFUSE,
Fam217b,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.999386503,1630,VG,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,1,42,DIFFUSE,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,0.976744186,43,DIFFUSE,
H2-Ea-ps,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.999469074,3770,VG,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,7,20uM,NA,0,DIFFUSE,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,7,10uM,NA,0,DIFFUSE,
Hdlbp,BAE,2,no-UMI,Fluoro-SAHA,7,1uM,NA,0,VG,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,7,20uM,1,7,DIFFUSE,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,7,10uM,1,6,DIFFUSE,
Mecp2,Xlinked,2,no-UMI,Fluoro-SAHA,7,1uM,1,6988,VG,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,NA,0,DIFFUSE,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,NA,0,DIFFUSE,
Ncam2,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.020296643,1282,VG,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,1,3,DIFFUSE,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,0.727272727,11,DIFFUSE,
Pea15a,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.867843711,9574,VG,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,7,20uM,NA,0,DIFFUSE,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,7,10uM,1,3,DIFFUSE,
Phka2,Xlinked,2,no-UMI,Fluoro-SAHA,7,1uM,1,1192,VG,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,7,20uM,1,2,DIFFUSE,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,7,10uM,1,3,DIFFUSE,
Pola1,Xlinked,2,no-UMI,Fluoro-SAHA,7,1uM,1,1827,VG,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,1,2,DIFFUSE,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,1,9,DIFFUSE,
Sash1,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,1,4391,VG,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,NA,0,DIFFUSE,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,NA,0,DIFFUSE,
Smtnl2,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.002915452,344,VG,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,7,20uM,NA,0,DIFFUSE,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,7,10uM,NA,0,DIFFUSE,
Spire1,MAE,2,no-UMI,Fluoro-SAHA,7,1uM,0.965714286,175,VG,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,1,2,DEAD?,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,0,1,DIFFUSE DEAD,
Adamtsl4,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.92617866,4836,G,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,0.2,5,DEAD?,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,0,1,DIFFUSE DEAD,
Adnp2,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.007940447,2016,G,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,14,20uM,NA,0,DEAD?,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,14,10uM,0,1,DIFFUSE DEAD,
Afap1,MAE,2,no-UMI,Fluoro-SAHA,14,1uM,0.003780718,530,G,
